pH,Temperature,Turbidity,TDS,DO,BOD,COD,status
8.2,18.854,4.51,28.178560000000004,7.445,8.17352,20.433799999999998,Good
8.189,18.811,2.067,28.1312,7.225,6.80348,17.0087,Good
8.211,18.798,7.345,28.1664,7.523,9.94364,24.859099999999998,Fair
8.198,18.737,2.306,28.1664,7.35,7.0377600000000005,17.5944,Good
8.2,18.735,5.943,28.22272,7.444,8.9302,22.325499999999998,Fair
8.203,18.762,2.136,28.224,7.415,7.316960000000001,18.2924,Good
8.199,18.778,2.228,28.247040000000002,7.503,6.53184,16.3296,Good
8.184,18.788,2.067,28.264319999999998,7.154,7.25124,18.1281,Good
8.17,18.82,2.565,28.28352,6.97,6.535,16.3375,Good
8.16,18.923,1.987,28.30272,6.767,6.391640000000001,15.9791,Good
8.174,18.82,6.929,28.311680000000003,7.056,9.3654,23.4135,Fair
8.194,18.879,2.099,28.3296,7.286,7.30252,18.2563,Good
8.188,18.938,5.664,28.364160000000002,7.297,8.99424,22.485599999999998,Fair
8.185,18.957,2.018,28.360960000000002,7.105,6.90976,17.2744,Good
8.185,18.915,1.911,28.379520000000003,7.17,6.417400000000001,16.0435,Good
8.173,18.94,2.012,28.38912,6.912,6.559200000000001,16.398,Good
8.179,18.895,7.365,28.367359999999998,7.035,9.9986,24.996499999999997,Fair
8.166,18.836,2.092,28.342399999999998,6.775,6.43568,16.089199999999998,Good
8.197,18.817,8.221,28.32384,7.336,10.531560000000002,26.328900000000004,Fair
8.189,18.854,2.171,28.31232,7.2,6.790120000000001,16.9753,Good
8.204,18.868,2.547,28.35008,7.397,8.055240000000001,20.1381,Good
8.203,18.913,2.895,28.38656,7.438,8.049240000000001,20.1231,Good
8.195,18.92,6.488,28.39168,7.321,9.739200000000002,24.348000000000003,Fair
8.192,18.962,3.096,28.39296,7.233,7.52576,18.8144,Good
8.194,18.973,5.423,28.4256,7.289,9.04044,22.6011,Fair
8.195,18.911,4.713,28.389760000000003,7.343,8.56948,21.4237,Good
8.201,18.837,3.502,28.389760000000003,7.213,8.077760000000001,20.1944,Good
8.193,18.81,2.665,28.3872,7.22,7.159000000000001,17.8975,Good
8.207,18.757,6.756,28.38656,7.304,10.402160000000002,26.0054,Fair
8.211,18.821,4.92,28.400000000000002,7.465,9.560080000000001,23.9002,Good
8.197,18.742,5.877,28.38464,7.377,9.066360000000001,22.6659,Fair
8.187,18.728,2.708,28.3744,7.079,6.982240000000001,17.4556,Good
8.188,18.739,6.699,28.38656,7.175,9.417720000000001,23.544300000000003,Fair
8.206,18.775,4.21,28.39808,7.387,8.735199999999999,21.837999999999997,Good
8.202,18.749,4.015,28.41728,7.307,8.00012,20.0003,Good
8.192,18.691,2.662,28.384,7.185,7.00768,17.519199999999998,Good
8.201,18.567,2.829,28.358400000000003,7.206,6.870760000000001,17.1769,Good
8.195,18.515,2.251,28.34944,7.088,6.4446,16.1115,Good
8.193,18.549,6.531,28.36288,7.226,9.204120000000001,23.0103,Fair
8.204,18.462,2.504,28.350720000000003,7.314,7.16496,17.912399999999998,Good
8.211,18.451,4.269,28.368000000000002,7.466,8.63108,21.5777,Good
8.217,18.453,2.608,28.343040000000002,7.522,7.85864,19.6466,Good
8.211,18.405,6.53,28.33216,7.335,10.3168,25.791999999999998,Fair
8.189,18.346,2.643,28.31872,7.159,6.6902800000000004,16.7257,Good
8.214,18.306,6.351,28.315520000000003,7.474,10.08308,25.2077,Fair
8.212,18.355,2.657,28.327040000000004,7.43,8.152199999999999,20.380499999999998,Good
8.216,18.308,4.686,28.320639999999997,7.369,9.53064,23.8266,Good
8.21,18.289,2.369,28.31744,7.44,7.976520000000001,19.941300000000002,Good
8.219,18.287,6.524,28.320639999999997,7.355,9.804559999999999,24.511399999999995,Fair
8.211,18.285,2.954,28.311680000000003,7.358,8.0464,20.116,Good
8.217,18.276,3.729,28.32768,7.449,8.15708,20.3927,Good
8.213,18.221,2.552,28.33856,7.428,7.603280000000002,19.008200000000002,Good
8.206,18.19,3.046,28.325760000000002,7.391,7.508400000000001,18.771,Good
8.211,18.163,5.476,28.31872,7.416,9.13944,22.8486,Fair
8.207,18.129,8.172,28.320639999999997,7.434,10.242320000000001,25.605800000000002,Fair
8.208,18.08,2.68,28.29888,7.369,7.46,18.65,Good
8.201,18.011,5.277,28.3008,7.373,8.697479999999999,21.743699999999997,Fair
8.214,17.943,2.629,28.30272,7.451,7.335240000000001,18.3381,Good
8.18,17.826,4.269,28.282880000000002,7.224,7.702680000000001,19.256700000000002,Good
8.198,17.756,2.603,28.25728,7.32,6.8030800000000005,17.0077,Good
8.203,17.714,2.321,28.23232,7.253,6.569720000000001,16.424300000000002,Good
8.21,17.63,2.399,28.22848,7.45,7.9498,19.874499999999998,Good
8.212,17.58,4.604,28.233600000000003,7.525,9.4632,23.658,Good
8.211,17.511,2.658,28.208640000000003,7.448,7.949280000000001,19.8732,Good
8.211,17.449,3.462,28.203519999999997,7.489,8.47072,21.1768,Good
8.21,17.42,3.649,28.222080000000002,7.352,8.205400000000001,20.5135,Good
8.21,17.385,3.769,28.23424,7.306,8.437800000000001,21.094500000000004,Good
8.206,17.332,2.658,28.19776,7.331,7.535760000000001,18.8394,Good
8.207,17.279,6.467,28.19648,7.291,9.974520000000002,24.936300000000003,Fair
8.21,17.265,2.595,28.19008,7.363,7.671799999999999,19.179499999999997,Good
8.199,17.284,2.748,28.22464,7.208,7.303520000000001,18.2588,Good
8.192,17.341,2.435,28.254720000000002,7.002,6.785880000000001,16.9647,Good
8.189,17.348,2.561,28.250880000000002,6.872,7.17804,17.9451,Good
8.208,17.319,2.489,28.23616,7.264,7.582919999999999,18.957299999999996,Good
8.2,17.353,4.711,28.26688,7.283,9.011640000000002,22.529100000000003,Good
8.192,17.374,2.292,28.26624,7.023,6.78352,16.9588,Good
8.183,17.379,5.988,28.279040000000002,6.428,8.71352,21.7838,Fair
8.187,17.351,2.33,28.281599999999997,6.95,6.674880000000001,16.6872,Good
8.17,17.354,2.444,28.29056,6.354,6.54032,16.3508,Good
8.149,17.337,2.295,28.25984,6.349,6.079160000000001,15.1979,Good
8.135,17.319,2.201,28.264319999999998,6.016,5.8581199999999995,14.645299999999999,Good
8.157,17.31,2.232,28.25728,6.364,6.217600000000001,15.544,Good
8.159,17.296,4.845,28.2752,6.241,7.62828,19.0707,Good
8.183,17.319,2.332,28.27968,6.932,6.60632,16.5158,Good
8.184,17.328,2.11,28.280320000000003,6.93,6.145040000000001,15.3626,Good
8.193,17.361,2.366,28.285439999999998,7.086,6.693280000000001,16.7332,Good
8.207,17.393,5.379,28.3104,7.328,8.98764,22.4691,Fair
8.206,17.373,2.301,28.27392,7.275,6.83764,17.0941,Good
8.213,17.358,2.382,28.258560000000003,7.375,6.93064,17.3266,Good
8.213,17.358,2.382,28.258560000000003,7.375,6.93064,17.3266,Good
8.208,17.354,2.49,28.26944,7.346,7.06712,17.6678,Good
8.2,17.388,3.483,28.29888,7.228,7.305640000000001,18.264100000000003,Good
8.199,17.397,2.447,28.286080000000002,7.205,6.553560000000001,16.3839,Good
8.194,17.413,2.544,28.30528,7.151,6.540240000000001,16.3506,Good
8.212,17.429,2.668,28.295680000000004,7.411,6.771120000000001,16.9278,Good
8.213,17.485,2.902,28.30976,7.5,6.773599999999999,16.933999999999997,Good
8.218,17.622,2.525,28.33152,7.526,6.73596,16.8399,Good
8.22,17.741,2.958,28.357120000000002,7.539,6.9284799999999995,17.321199999999997,Good
8.236,17.911,3.308,28.366080000000004,7.833,7.68968,19.2242,Good
8.234,17.946,3.468,28.382080000000002,7.81,7.49568,18.7392,Good
8.234,17.903,3.334,28.34368,7.797,7.517440000000001,18.7936,Good
8.236,17.934,3.26,28.36864,7.832,7.43552,18.5888,Good
8.237,17.954,2.663,28.33792,7.92,7.02132,17.5533,Good
8.243,18.032,3.285,28.373760000000004,7.973,7.614360000000001,19.0359,Good
8.24,18.025,2.628,28.35392,8.014,6.933199999999999,17.333,Good
8.236,18.044,2.808,28.34112,7.958,6.8371200000000005,17.0928,Good
8.236,18.033,2.597,28.3456,7.893,6.8280400000000006,17.0701,Good
8.233,18.064,3.298,28.375680000000003,7.83,7.19032,17.9758,Good
8.236,18.172,2.696,28.39104,7.904,6.985759999999999,17.464399999999998,Good
8.235,18.167,3.2,28.410239999999998,7.882,7.281360000000001,18.203400000000002,Good
8.231,18.096,2.599,28.37312,7.879,6.75988,16.8997,Good
8.223,17.975,3.431,28.371199999999998,7.764,7.1694,17.9235,Good
8.224,17.983,2.364,28.364160000000002,7.675,6.96344,17.4086,Good
8.23,18.254,2.538,28.43968,7.9,6.8383199999999995,17.095799999999997,Good
8.23,18.43,2.409,28.47296,7.765,6.6373999999999995,16.5935,Good
8.248,18.881,6.337,28.5824,8.1,9.613480000000001,24.0337,Fair
8.237,18.577,2.652,28.449279999999998,7.923,7.19896,17.9974,Good
8.224,18.304,2.927,28.397440000000003,7.727,7.078120000000002,17.695300000000003,Good
8.226,18.234,2.237,28.36032,7.74,6.480920000000001,16.2023,Good
8.224,18.259,2.231,28.38848,7.694,6.183320000000001,15.458300000000001,Good
8.228,18.372,2.592,28.3456,7.893,6.6585600000000005,16.6464,Good
8.219,18.02,3.396,28.256640000000004,7.843,7.187199999999999,17.967999999999996,Good
8.22,18.041,2.375,28.24192,7.79,6.602680000000001,16.506700000000002,Good
8.218,17.866,4.241,28.19648,7.847,7.60508,19.0127,Good
8.223,18.137,2.494,28.24576,7.911,6.726560000000001,16.8164,Good
8.215,17.957,4.474,28.17728,7.915,7.864960000000001,19.6624,Good
8.218,17.971,2.617,28.155520000000003,7.922,6.86148,17.1537,Good
8.227,18.299,2.986,28.311680000000003,7.706,6.981120000000001,17.4528,Good
8.222,18.43,2.388,28.363519999999998,7.871,6.404000000000001,16.01,Good
8.209,18.181,5.227,28.221439999999998,7.77,8.015480000000002,20.038700000000002,Fair
8.197,18.145,2.303,28.20928,7.469,6.3389999999999995,15.847499999999998,Good
8.197,18.078,2.62,28.21696,7.481,6.34384,15.8596,Good
8.203,18.284,2.352,28.28352,7.734,6.6691199999999995,16.6728,Good
8.201,18.259,5.175,28.26304,7.428,8.860919999999998,22.152299999999997,Fair
8.206,18.149,2.393,28.22016,7.708,6.75492,16.8873,Good
8.221,18.143,2.369,28.221439999999998,7.863,7.01764,17.5441,Good
8.2,18.152,1.995,28.22272,7.547,6.10276,15.2569,Good
8.199,18.159,3.572,28.225920000000002,7.691,7.011920000000001,17.5298,Good
8.176,18.153,2.237,28.21632,7.167,5.986440000000001,14.9661,Good
8.164,18.267,4.387,28.26752,7.243,7.375959999999999,18.439899999999998,Good
8.148,18.232,2.397,28.186880000000002,6.827,6.0831599999999995,15.207899999999999,Good
8.18,18.239,3.476,28.22848,7.362,6.95512,17.3878,Good
8.173,18.233,2.334,28.237440000000003,7.158,6.19664,15.4916,Good
8.18,18.266,2.425,28.27072,7.333,6.2474799999999995,15.618699999999999,Good
8.182,18.316,1.994,28.27584,7.308,6.15608,15.3902,Good
8.187,18.35,2.64,28.304000000000002,7.586,6.8016,17.003999999999998,Good
8.192,18.385,1.963,28.320639999999997,7.499,6.1798,15.449499999999999,Good
8.208,18.413,5.588,28.35584,7.665,8.93544,22.3386,Fair
8.219,18.351,2.125,28.33408,7.723,7.510280000000001,18.7757,Good
8.219,18.302,,28.3456,7.532,,,Poor
8.231,18.366,2.398,28.3968,7.887,8.76328,21.9082,Good
8.218,18.338,3.328,28.37824,7.62,8.788640000000001,21.971600000000002,Good
8.217,18.366,2.201,28.3776,7.726,7.6746799999999995,19.1867,Good
8.206,18.376,3.552,28.39808,7.643,7.910880000000001,19.7772,Good
8.192,18.361,2.215,28.381439999999998,7.235,6.85708,17.142699999999998,Good
8.216,18.439,3.327,28.4192,7.699,7.97772,19.9443,Good
8.207,18.379,2.409,28.38912,7.438,7.500520000000001,18.7513,Good
8.21,18.421,3.158,28.45312,7.519,8.050880000000001,20.127200000000002,Good
8.219,18.403,2.402,28.45504,7.737,8.04864,20.1216,Good
8.208,18.488,4.738,28.4896,7.744,8.91624,22.2906,Good
8.209,18.614,2.527,28.49536,7.592,7.93732,19.8433,Good
8.208,18.644,3.116,28.51648,7.559,8.04512,20.1128,Good
8.207,18.629,2.814,28.566399999999998,7.391,7.3467199999999995,18.366799999999998,Good
8.202,18.683,3.068,28.57408,7.332,7.27464,18.1866,Good
8.2,18.671,2.572,28.565120000000004,7.241,6.901680000000001,17.2542,Good
8.193,18.73,4.404,28.61248,7.091,7.788800000000001,19.472,Good
8.183,18.826,2.454,28.6496,6.935,6.665680000000001,16.6642,Good
8.192,18.88,3.131,28.6976,7.067,6.853000000000001,17.1325,Good
8.185,18.964,2.463,28.686080000000004,6.841,6.735720000000001,16.8393,Good
8.179,19.016,2.844,28.7328,6.707,6.50688,16.2672,Good
8.165,19.039,2.942,28.72448,6.44,6.592320000000001,16.480800000000002,Good
8.155,19.036,4.799,28.769920000000003,6.258,7.627880000000001,19.0697,Good
8.159,18.811,2.348,28.701439999999998,6.427,6.21288,15.5322,Good
8.159,18.974,2.466,28.787840000000003,6.437,6.219920000000001,15.549800000000001,Good
8.183,19.072,2.383,28.801280000000002,6.807,6.502759999999999,16.256899999999998,Good
8.175,19.074,2.866,28.82432,6.57,6.678320000000001,16.695800000000002,Good
8.18,18.828,2.325,28.71936,6.707,6.12204,15.3051,Good
8.192,18.675,2.674,28.6848,7.066,6.5384,16.346,Good
8.185,18.564,2.286,28.6112,6.934,6.3775200000000005,15.9438,Good
8.185,18.461,4.068,28.60672,7.013,7.18248,17.9562,Good
8.2,18.388,2.655,28.57152,7.269,6.63924,16.5981,Good
8.206,18.214,5.764,28.53056,7.456,8.475520000000001,21.1888,Fair
8.205,18.128,2.483,28.49152,7.29,6.650440000000001,16.6261,Good
8.18,18.16,3.131,28.499200000000002,7.117,7.168199999999999,17.920499999999997,Good
8.194,18.345,2.39,28.512,7.075,6.588000000000001,16.470000000000002,Good
8.215,18.325,3.906,28.55552,7.627,7.7112,19.278,Good
8.221,18.139,2.903,28.47872,7.604,7.42812,18.5703,Good
8.218,18.152,2.714,28.5056,7.696,7.097360000000001,17.7434,Good
8.224,18.144,2.812,28.50496,7.622,7.07712,17.6928,Good
8.206,18.137,3.921,28.506880000000002,7.481,7.415560000000001,18.5389,Good
8.223,18.147,2.824,28.58816,7.526,7.27496,18.1874,Good
8.213,18.099,3.943,28.58688,7.382,7.73372,19.3343,Good
8.206,18.062,2.395,28.5824,7.245,6.667560000000001,16.6689,Good
8.207,18.117,4.491,28.61248,7.035,7.67836,19.195899999999998,Good
8.222,18.097,2.717,28.613760000000003,7.486,7.01876,17.5469,Good
8.22,17.944,3.338,28.556160000000002,7.349,7.57272,18.9318,Good
8.223,17.961,2.624,28.57984,7.518,7.289680000000001,18.2242,Good
8.207,17.97,2.823,28.56832,7.402,7.2185999999999995,18.046499999999998,Good
8.221,17.892,2.56,28.52864,7.505,7.40496,18.5124,Good
8.215,17.817,3.394,28.519679999999997,7.321,7.676159999999999,19.190399999999997,Good
8.215,17.819,2.648,28.51904,7.408,7.099120000000001,17.7478,Good
8.204,17.779,3.251,28.523519999999998,7.254,7.152920000000001,17.8823,Good
8.205,17.759,2.655,28.5056,7.255,7.192920000000001,17.982300000000002,Good
8.195,17.727,2.7,28.49856,7.065,6.80616,17.0154,Good
8.198,17.709,2.618,28.483200000000004,7.056,6.53952,16.3488,Good
8.194,17.704,3.382,28.48128,6.899,7.116720000000001,17.791800000000002,Good
8.207,17.636,2.386,28.44352,7.239,6.772880000000001,16.9322,Good
8.2,17.555,2.849,28.440320000000003,7.067,6.657800000000001,16.6445,Good
8.19,17.583,2.451,28.44736,6.952,6.515640000000001,16.2891,Good
8.193,17.581,4.229,28.444160000000004,6.896,7.54228,18.8557,Good
8.205,17.582,2.593,28.414720000000003,7.201,6.87756,17.1939,Good
8.216,17.634,2.747,28.47104,7.145,7.41172,18.5293,Good
8.212,17.679,2.634,28.47872,7.3,7.5563199999999995,18.8908,Good
8.207,17.626,2.892,28.488960000000002,7.152,7.38688,18.4672,Good
8.184,17.642,2.578,28.5088,6.883,6.66696,16.6674,Good
8.171,17.649,2.891,28.52928,6.696,6.7057199999999995,16.7643,Good
8.173,17.613,2.578,28.518400000000003,6.721,6.488640000000001,16.221600000000002,Good
8.13,17.597,2.14,28.526080000000004,6.596,6.303760000000001,15.759400000000003,Good
8.183,17.569,2.41,28.541439999999998,6.931,6.605119999999999,16.5128,Good
8.182,17.598,4.171,28.54016,7.038,8.083240000000002,20.2081,Good
8.177,17.523,2.883,28.510720000000003,6.773,6.75004,16.8751,Good
8.18,17.413,3.062,28.488960000000002,6.93,6.88544,17.2136,Good
8.174,17.428,2.653,28.506880000000002,6.719,6.4572400000000005,16.1431,Good
8.166,17.507,2.675,28.5248,6.294,6.37436,15.9359,Good
8.183,17.526,2.444,28.544,6.955,6.494880000000001,16.2372,Good
8.157,17.539,2.835,28.549760000000003,6.569,6.8329200000000005,17.0823,Good
8.157,17.494,2.69,28.539520000000003,6.493,6.05672,15.1418,Good
8.154,17.435,2.941,28.52544,6.463,6.1946,15.4865,Good
8.161,17.404,2.46,28.5248,6.58,6.87712,17.1928,Good
8.159,17.435,2.78,28.538240000000002,6.66,6.43,16.075,Good
8.17,17.458,2.574,28.53632,6.787,6.363440000000001,15.9086,Good
8.173,17.539,2.7,28.57152,7.011,6.34632,15.8658,Good
8.193,17.655,3.488,28.60288,7.13,7.789200000000001,19.473000000000003,Good
8.174,17.713,3.239,28.61632,6.846,6.74524,16.8631,Good
8.174,17.713,3.239,28.61632,6.846,6.74524,16.8631,Good
8.186,17.766,2.603,28.6272,6.988,6.479080000000001,16.1977,Good
8.182,17.919,3.078,28.6688,6.919,6.5147200000000005,16.2868,Good
8.195,17.893,2.639,28.632959999999997,7.068,6.77884,16.9471,Good
8.191,17.908,2.833,28.656640000000003,7.032,6.77644,16.9411,Good
8.199,17.926,2.759,28.64768,7.226,6.5118800000000014,16.279700000000002,Good
8.202,17.753,2.861,28.60096,7.221,6.66164,16.6541,Good
8.207,17.822,2.745,28.599040000000002,7.27,7.06316,17.657899999999998,Good
8.218,17.639,2.83,28.5472,7.497,7.109120000000001,17.7728,Good
8.223,17.64,2.859,28.522240000000004,7.576,7.3506,18.3765,Good
8.215,17.696,2.886,28.51264,7.566,6.920080000000002,17.300200000000004,Good
8.206,17.713,2.629,28.481920000000002,7.437,6.63364,16.5841,Good
8.196,17.752,2.649,28.48576,7.329,6.35196,15.8799,Good
8.223,17.899,2.651,28.592640000000003,7.66,6.871320000000001,17.1783,Good
8.225,18.141,2.875,28.66112,7.632,6.898680000000001,17.2467,Good
8.223,18.539,2.604,28.7744,7.589,7.01032,17.5258,Good
8.212,18.348,2.713,28.70272,7.534,6.60684,16.5171,Good
8.212,18.264,2.442,28.63616,7.481,6.44472,16.1118,Good
8.213,18.215,2.546,28.62656,7.506,6.5840000000000005,16.46,Good
8.217,18.349,3.084,28.65216,7.587,6.94232,17.3558,Good
8.226,18.43,2.839,28.688000000000002,7.646,6.905,17.2625,Good
8.225,18.481,2.494,28.68864,7.677,6.693280000000001,16.7332,Good
8.226,18.778,2.695,28.78336,7.744,6.63444,16.5861,Good
8.216,18.986,2.525,28.81728,7.589,6.29548,15.7387,Good
8.209,19.061,3.046,28.83648,7.533,6.49328,16.2332,Good
8.212,19.003,2.439,28.794240000000002,7.619,6.262840000000001,15.6571,Good
8.192,18.764,3.166,28.663040000000002,7.318,6.68792,16.7198,Good
8.207,18.656,2.413,28.584960000000002,7.589,5.82268,14.5567,Good
8.22,18.786,2.579,28.683519999999998,7.712,6.161480000000001,15.403700000000002,Good
8.213,18.53,2.756,28.5792,7.593,6.1888000000000005,15.472,Good
8.217,18.53,2.792,28.602240000000002,7.704,6.322399999999999,15.805999999999997,Good
8.199,18.503,2.452,28.574720000000003,7.494,5.9298399999999996,14.824599999999998,Good
8.186,18.33,2.771,28.5056,7.299,5.9674000000000005,14.9185,Good
8.213,18.325,2.612,28.46464,7.747,6.09,15.224999999999998,Good
8.195,18.401,2.614,28.490880000000004,7.546,6.26368,15.659199999999998,Good
8.195,18.413,2.636,28.47488,7.545,5.888240000000001,14.720600000000001,Good
8.188,19.021,2.627,28.721280000000004,7.338,6.06908,15.172699999999999,Good
8.19,19.109,2.576,28.69504,7.288,5.953520000000001,14.8838,Good
8.163,19.08,2.525,28.66944,7.132,5.651,14.127499999999998,Good
8.2,19.024,2.569,28.627840000000003,7.57,6.338520000000001,15.846300000000001,Good
8.233,18.951,4.355,28.592,8.037,7.7058800000000005,19.2647,Good
8.204,18.809,3.523,28.556160000000002,7.495,6.9697200000000015,17.424300000000002,Good
8.215,18.644,2.917,28.50176,7.69,6.70492,16.7623,Good
8.217,18.726,2.43,28.53696,7.746,6.27048,15.6762,Good
8.226,18.815,2.524,28.578560000000003,7.812,6.51,16.275,Good
8.206,18.919,3.183,28.61248,7.581,6.63612,16.5903,Good
8.204,19.086,2.454,28.698240000000002,7.586,5.896080000000001,14.740200000000002,Good
8.192,18.963,2.984,28.60736,7.199,6.43704,16.092599999999997,Good
8.182,18.953,4.046,28.5824,7.101,6.93184,17.3296,Good
8.174,18.731,2.212,28.47744,7.191,5.57368,13.9342,Good
8.149,18.629,2.128,28.46656,7.076,5.391120000000001,13.4778,Good
8.145,18.876,4.612,28.54848,6.714,7.06288,17.6572,Good
8.133,18.988,2.144,28.60672,6.664,5.67024,14.1756,Good
8.152,19.006,2.943,28.632959999999997,6.715,6.212680000000001,15.5317,Good
8.161,19.065,2.197,28.666880000000003,7.222,5.762600000000001,14.406500000000001,Good
8.149,19.102,2.88,28.66176,6.665,5.99936,14.9984,Good
8.146,19.157,2.502,28.6976,7.226,6.07136,15.1784,Good
8.17,19.218,2.299,28.702080000000002,7.013,5.887240000000001,14.718100000000002,Good
8.19,19.162,2.762,28.691840000000003,7.149,6.489360000000001,16.2234,Good
8.187,19.061,2.343,28.659200000000002,7.257,5.9802800000000005,14.950700000000001,Good
8.201,19.041,3.106,28.67776,7.352,6.87568,17.1892,Good
8.202,18.955,2.482,28.64832,7.449,6.435200000000001,16.088,Good
8.219,18.928,4.362,28.68672,7.778,8.133840000000001,20.334600000000002,Good
8.222,18.912,2.324,28.66944,7.729,6.80416,17.0104,Good
8.231,18.91,2.992,28.705920000000003,7.795,7.004,17.509999999999998,Good
8.227,18.905,2.481,28.670720000000003,7.801,7.2834,18.2085,Good
8.24,18.898,4.784,28.72448,7.891,8.47264,21.1816,Good
8.229,18.842,2.283,28.65856,7.828,7.11716,17.7929,Good
8.228,18.839,3.18,28.68864,7.873,7.3063199999999995,18.2658,Good
8.22,18.868,2.501,28.69248,7.606,6.77164,16.9291,Good
8.22,18.9,2.767,28.72064,7.686,6.590599999999999,16.476499999999998,Good
8.197,18.964,2.309,28.72384,7.225,6.10492,15.2623,Good
8.191,18.985,3.402,28.764160000000004,7.278,6.848800000000001,17.122,Good
8.211,19.021,2.37,28.776320000000002,7.404,7.377279999999999,18.443199999999997,Good
8.211,18.965,2.365,28.7744,7.675,6.5898,16.4745,Good
8.216,18.949,2.504,28.76928,7.597,6.74712,16.8678,Good
